source_id,source_name,lat,lon,total_co2_emissions_2024,source,year
712429,IOCL Paradip Refinery,20.248866,86.596963,3957090.511,climate trace,2025
712432,Guru Gobind Singh Refinery (HPCL-Mittal Energy Limited),29.923863,74.953334,3694097.683,climate trace,2025
712437,HPCL Visakh Refinery,17.7048,83.24465,3310197.016,climate trace,2025
712440,BPCL Bina Refinery,24.248,78.153,2260365.288,climate trace,2025
712446,CPCL Cauvery Basin Refinery,10.82753,79.81099,0,climate trace,2025
712447,IOCL Guwahati Refinery,26.18471,91.80725,340124.7821,climate trace,2025
712448,IOCL Digboi Refinery,27.38502,95.61987,224811.0414,climate trace,2025
712781,ONGC Tatipaka Refinery,16.502571,81.89539,9472.079561,climate trace,2025
3143912,RPL (Reliance Petroleum Limited) Jamnagar Refinery,22.335477,69.854513,18897864.95,climate trace,2025
3143915,Nayara Vadinar Oil Refinery,22.32912,69.74739,5833651.777,climate trace,2025
3143916,IOCL Panipat Refinery,29.47308,76.87831,3424178.332,climate trace,2025
3143918,CPCL Manali Refinery,13.15994,80.27766,2264965.274,climate trace,2025
3143919,Mangalore Refinery,12.9869,74.84739,5091318.188,climate trace,2025
3143920,IOCL Gujarat Koyali Refinery,22.37425,73.11948,4538322.716,climate trace,2025
3143921,IOCL Mathura Refinery,27.37846,77.68662,2367280.98,climate trace,2025
3143923,BPCL Kochi Refinery,9.9722,76.378,3702599.186,climate trace,2025
3143924,BPCL Mumbai Refinery,19.01682,72.89415,3340726.843,climate trace,2025
3143926,IOCL Barauni Refinery,25.42778,86.06001,1485578.359,climate trace,2025
3143927,IOCL Haldia Refinery,22.04581,88.10433,1915090.568,climate trace,2025
3143928,HPCL Mumbai Refinery,19.01794,72.90321,2118677.734,climate trace,2025
3143929,BPCL Numaligarh Refinery (NRL),26.58068,93.78909,867170.6223,climate trace,2025
3143930,IOCL Bongaigaon Refinery,26.51502,90.53294,342360.4386,climate trace,2025
